Dist,Type,SubType,Xeq,Yeq,Xgal,Ygal,title,source,date,link,headline,img
"LU","Galaxy","SNR",-189.940606,-11.6425533933,-298.374008,51.125841,"A Great Observatories View","Sombrero Galaxy",2007-04-30,"http://chandra.harvard.edu/photo/2007/sombrero/","Sombrero Galaxy: A Great Observatories View","http://chandra.harvard.edu/photo/2007/sombrero/sombrero_250.jpg"
"LU","Star","SNR",-84.673336,-69.1159588,-279.482859,-31.671351,"Drama In The Heart Of The Tarantula","Tarantula Nebula",2008-12-11,"http://chandra.harvard.edu/photo/2008/30dor/","30 Doradus is one of the largest massive star forming regions close to the Milky Way.","http://chandra.harvard.edu/photo/2008/30dor/30dor_250.jpg"
"EU","Galaxy","GravLens",-197.875317,-1.33842511083,-313.360680,61.126419,"Abell 1689:  A Galaxy Cluster Makes Its Mark","Abell 1689",2008-09-11,"http://chandra.harvard.edu/photo/2008/a1689/","A galaxy cluster at a distance of about 2.3 billion light years from Earth.","http://chandra.harvard.edu/photo/2008/a1689/a1689_250.jpg"
"LU","Galaxy","GravLens",-73.529043,-10.2501803,-208.836454,-30.673140,"Abell 521: A Galaxy Cluster Mash-up","Abell 521",2008-10-15,"http://chandra.harvard.edu/photo/2008/a521/","This composite image shows the galaxy cluster Abell 521, located about 2.9 billion light years from Earth.","http://chandra.harvard.edu/photo/2008/a521/a521_250.jpg"
"LU","Galaxy","GravLens",-186.257994,12.8799460083,-278.188907,74.469028,"Chandra Data Reveal Rapidly Whirling Black Holes","NGC 4374",2008-01-10,"http://chandra.harvard.edu/photo/2008/bh_spin/","A sample of nine galaxies each containing supermassive black holes in their centers.","http://chandra.harvard.edu/photo/2008/bh_spin/bh_spin_comp_250.jpg"
"EU","Galaxy","GravLens",-104.578226,-55.9597414809,-266.029121,-21.278769,"Searching for Primordial Antimatter","Bullet Cluster",2008-10-30,"http://chandra.harvard.edu/photo/2008/bullet/","A collision of two large clusters of galaxies about 3.8 billion light years away.","http://chandra.harvard.edu/photo/2008/bullet/bullet_250.jpg"
"MW","Nebula","PN",-269.640137,66.6320571899,-96.466862,29.954117,"NGC 6543: The Cat's Eye Nebula Redux","NGC 6543",2008-07-30,"http://chandra.harvard.edu/photo/2008/catseye/","Also known as the Cat's Eye, this planetary nebula is located about 3,000 light years from Earth.","http://chandra.harvard.edu/photo/2008/catseye/catseye_250.jpg"
"LU","Galaxy","AGN",-201.365418,-43.0188942,-309.516200,19.417454,"Jet Power and Black Hole Assortment Revealed in New Chandra Imag","Centaurus A",2008-01-09,"http://chandra.harvard.edu/photo/2008/cena/","An active galaxy at a distance of 10 million light years from Earth.","http://chandra.harvard.edu/photo/2008/cena/cena_250.jpg"
"MW","Star","NS",-83.634600,22.0131889732,-184.559322,-5.783873,"Fingers, Loops, and Bays in the Crab Nebula","Crab Nebula",2008-11-05,"http://chandra.harvard.edu/photo/2008/crab/","A supernova remnant and pulsar located 6000 light years from Earth in the constellation of Taurus.","http://chandra.harvard.edu/photo/2008/crab/crab_250.jpg"
"LU","Galaxy","NS",-10.544191,-9.67007639243,-115.361312,-72.405558,"Dark Energy Found Stifling Growth in Universe","Abell 85",2008-12-16,"http://chandra.harvard.edu/photo/2008/darkenergy/","A galaxy cluster located about 740 million light years from Earth.","http://chandra.harvard.edu/photo/2008/darkenergy/darkenergy_250.jpg"
"MW","Star","NS",-66.770000,26.104694,-171.842448,-15.671974,"Energetic Jets from a Budding Solar System","DG Tau",2008-04-09,"http://chandra.harvard.edu/photo/2008/dgtau/","A young star in the Taurus region of star formation, about 450 light years from Earth.","http://chandra.harvard.edu/photo/2008/dgtau/dgtau_250.jpg"
"MW","Nebula","SNR",-267.187500,-27.1666666667,-1.871222,0.326423,"Discovery of Most Recent Supernova in Our Galaxy","G1.9+0.3",2008-05-14,"http://chandra.harvard.edu/photo/2008/g19/","The most recent supernova in our Galaxy has been discovered by tracking the rapid expansion of its remains.","http://chandra.harvard.edu/photo/2008/g19/g19_250.jpg"
"MW","Star","SNR",-245.895497,-26.5462420242,-350.956376,15.959220,"Oldest Known Objects May Be Surprisingly Immature","NGC 6121",2008-04-28,"http://chandra.harvard.edu/photo/2008/gclust/","A globular cluster located in the Milky Way galaxy.","http://chandra.harvard.edu/photo/2008/gclust/gclust_250.jpg"
"MW","Nebula","SNR",-281.593689,-2.961892128,-29.718975,-0.225031,"One Weird Star Starts Acting Like Another","Kes 75",2008-02-21,"http://chandra.harvard.edu/photo/2008/kes75/","This deep Chandra X-ray Observatory image shows the supernova remnant Kes75, located almost 20,000 light years away.","http://chandra.harvard.edu/photo/2008/kes75/kes75_420.jpg"
"LU","Galaxy","Spiral",-210.802000,54.349,-102.037678,59.771338,"A Pinwheel in X-rays","The Pinwheel Galaxy",2008-11-24,"http://chandra.harvard.edu/photo/2008/m101/","A large spiral galaxy about 25 million light years away in the constellation Ursa Major.","http://chandra.harvard.edu/photo/2008/m101/m101_250.jpg"
"LU","Galaxy","Spiral",-148.881726,69.0559512136,-142.103692,40.903536,"Black Holes Have Simple Feeding Habits","M81",2008-06-18,"http://chandra.harvard.edu/photo/2008/m81/","At the center of M81 is a supermassive black hole that is about 70 million times more massive than the Sun.","http://chandra.harvard.edu/photo/2008/m81/m81_250.jpg"
"LU","Galaxy","Lenticular",-186.265600,12.88698,-278.204467,74.478361,"Huge Russian Dolls Surrounding a Galaxy","M84",2008-11-10,"http://chandra.harvard.edu/photo/2008/m84/","A massive elliptical galaxy about 55 million light years away in the Virgo Cluster.","http://chandra.harvard.edu/photo/2008/m84/m84_250.jpg"
"LU","Galaxy","Lenticular",-187.701517,12.382383119,-283.772131,74.481527,"A Nearby Galaxy Metropolis","M87",2008-08-05,"http://chandra.harvard.edu/photo/2008/m87/","The largest galaxy in the Virgo cluster of galaxies at a distance of 60 million light years away.","http://chandra.harvard.edu/photo/2008/m87/m87_250.jpg"
"EU","Galaxy","Lenticular",-6.373727,-12.3817059556,-99.261836,-74.049158,"A Clash of Clusters Provides Another Clue to Dark Matter","MACS J0025.4-1222",2008-08-27,"http://chandra.harvard.edu/photo/2008/macs/","A powerful collision of two galaxy clusters about 5.6 billion light years away.","http://chandra.harvard.edu/photo/2008/macs/macs_250.jpg"
"LU","Nebula","SNR",-81.259405,-69.6437199701,-280.306446,-32.784036,"An Oxygen Factory in a Nearby Galaxy","N132D",2008-03-12,"http://chandra.harvard.edu/photo/2008/n132d/","A supernova remnant, about 3,000 years old, in the Large Magellanic Cloud.","http://chandra.harvard.edu/photo/2008/n132d/n132d_420.jpg"
"LU","Galaxy","Elliptical",-43.217873,-1.26950725417,-176.449856,-51.065755,"A Mysterious Elliptical Galaxy","NGC 1132",2008-02-05,"http://chandra.harvard.edu/photo/2008/ngc1132/","An elliptical galaxy at a distance of about 300 million light years.","http://chandra.harvard.edu/photo/2008/ngc1132/ngc1132_250.jpg"
"LU","Star","SN",-54.716758,-35.6024230073,-236.968730,-53.554205,"Possible Progenitor of Special Supernova Type Detected","SN 2007on in NGC 1404",2008-02-13,"http://chandra.harvard.edu/photo/2008/ngc1404/","A supernova that appeared in the galaxy NGC 1404 in late 2007.","http://chandra.harvard.edu/photo/2008/ngc1404/ngc1404_250.jpg"
"LU","Galaxy","SN",-190.912419,11.5578847631,-295.855992,74.322537,"A New Way To Weigh Giant Black Hole","NGC 4649",2008-07-16,"http://chandra.harvard.edu/photo/2008/ngc4649/","An elliptical galaxy about 51 million light years from Earth in the constellation Virgo.","http://chandra.harvard.edu/photo/2008/ngc4649/ngc4649_250.jpg"
"LU","Galaxy","SN",-49.951580,41.5113745,-150.576580,-13.261110,"A Monster Galaxy at the Heart of Perseus Cluster","Perseus A",2008-08-20,"http://chandra.harvard.edu/photo/2008/perseus/","The central region of a rich galaxy cluster about 250 million light years from Earth.","http://chandra.harvard.edu/photo/2008/perseus/perseus_250.jpg"
"MW","Star","SN",-249.994543,-48.8650448391,-336.486606,-1.473861,"RCW 108: Massive Young Stars Trigger Stellar Birth","RCW 108",2008-10-06,"http://chandra.harvard.edu/photo/2008/rcw108/","A region of active star formation about 4,000 light years from Earth.RCW 108: Massive Young Stars Trigger Stellar Birth","http://chandra.harvard.edu/photo/2008/rcw108/rcw108_250.jpg"
"MW","Nebula","SNR",-225.592229,-42.096992,-327.410962,14.467323,"Liberating Star Stuff","SN 1006",2001-12-07,"http://chandra.harvard.edu/photo/2008/sn1006c/","A supernova remnant about 7,000 light years from Earth.","http://chandra.harvard.edu/photo/2008/sn1006c/sn1006c_250.jpg"
"LU","Star","SN",-213.295252,-65.3494736858,-311.324291,-3.818303,"Powerful Nearby Supernova Caught By Web","SN 1996cr",2008-09-25,"http://chandra.harvard.edu/photo/2008/sn1996/","A supernova in Circinus galaxy about 12 million light years away.","http://chandra.harvard.edu/photo/2008/sn1996/sn1996_250.jpg"
"MW","Star","SN",-137.397500,33.152778,-191.531961,42.206813,"Supernova Caught in Act of Exploding","SN 2008D",2008-05-21,"http://chandra.harvard.edu/photo/2008/sn2008d/","Chandra X-ray Observatory image of the region around SN 2008D, obtained about 10 days after the supernova explosion.","http://chandra.harvard.edu/photo/2008/sn2008d/sn2008d_250.jpg"
"LU","Nebula","SNR",-77.329650,-67.5289003296,-278.157388,-34.608675,"Action Replay Of Powerful Stellar Explosion","SNR 0509-67.5",2008-03-20,"http://chandra.harvard.edu/photo/2008/snr0509/","A supernova remnant with a light echo in the Large Magellanic Cloud.","http://chandra.harvard.edu/photo/2008/snr0509/snr0509_250.jpg"
"MW","Nebula","SNR",-269.917913,-23.6935126175,-6.114463,-0.041031,"W28: A Mixed Bag","G6.4-0.1",2008-06-02,"http://chandra.harvard.edu/photo/2008/w28/","This composite shows a classic example of mixed-morphology supernova remnant known as W28.","http://chandra.harvard.edu/photo/2008/w28/w28_250.jpg"
"MW","Star","SNR",-155.986883,-57.7597505129,-284.262465,-0.336157,"A Stellar Sight","Westerlund 2",2008-01-23,"http://chandra.harvard.edu/photo/2008/wd2/","A star cluster about 20,000 light years from Earth.","http://chandra.harvard.edu/photo/2008/wd2/wd2_250.jpg"
"LU","Galaxy","SNR",-222.340176,63.270595,-103.177188,49.088710,"An Intriguing Glowing Galaxy","3C305",2009-05-14,"http://chandra.harvard.edu/photo/2009/3c305/","A galaxy, about 600 million light years away, with a supermassive black hole at its center.","http://chandra.harvard.edu/photo/2009/3c305/3c305_250.jpg"
"MW","Star","NS",-228.491846,-59.120934272,-320.332938,-1.151851,"A Young Pulsar Shows its Hand","PSR B1509-58",2009-04-03,"http://chandra.harvard.edu/photo/2009/b1509/","A 1700-year-old pulsar and its nebula, located about 17,000 light years from Earth.","http://chandra.harvard.edu/photo/2009/b1509/b1509_250.jpg"
"MW","Star","SN",-350.862977,58.814723,-111.740991,-2.132073,"A Remnant Evolves","Cassiopeia A",2009-01-06,"http://chandra.harvard.edu/photo/2009/casa/","The supernova remnant that was Chandra's 'First Light' image that has been observed over time.","http://chandra.harvard.edu/photo/2009/casa/casa_250.jpg"
"MW","Star","SN",-350.862977,58.814723,-111.740991,-2.132073,"3-D Model: A Star From the Inside Out","Cassiopeia A",2009-01-06,"http://chandra.harvard.edu/photo/2009/casa2/","A multiwavelength three-dimensional (3-D) reconstruction of a supernova remnant has been created.","http://chandra.harvard.edu/photo/2009/casa2/casa2_250.jpg"
"MW","Star","SN",-350.867441,58.8119786,-111.742256,-2.135431,"Carbon Atmosphere Discovered On Neutron Star","Cas A",2009-11-04,"http://chandra.harvard.edu/photo/2009/cassio/","A supernova remnant in the Milky Way with a neutron star at its center.","http://chandra.harvard.edu/photo/2009/cassio/cassio_250.jpg"
"LU","Galaxy","SN",-201.380755,-43.0186745,-309.528006,19.416105,"Black Hole Outflows From Centaurus A","Centaurus A",2009-01-30,"http://chandra.harvard.edu/photo/2009/cena/","An active galaxy at a distance of 10 million light years from Earth.","http://chandra.harvard.edu/photo/2009/cena/cena_250.jpg"
"MW","Nebula","SF",-344.287047,62.6314786,-110.217282,2.615551,"Trigger-Happy Star Formation","Cepheus B",2009-08-11,"http://chandra.harvard.edu/photo/2009/cepb/","Cepheus B: A cloud of molecular hydrogen in the Milky Way about 2,400 light years from Earth.","http://chandra.harvard.edu/photo/2009/cepb/cepb_250.jpg"
"MW","Nebula","SNR",-83.632075,22.014818737,-184.556678,-5.784978,"The Crab Nebula: A Cosmic Icon","Crab Nebula",2009-11-23,"http://chandra.harvard.edu/photo/2009/crab/","Spectacular death of a star in the constellation Taurus was observed on Earth as the supernova of 1054 A.D.","http://chandra.harvard.edu/photo/2009/crab/crab_250.jpg"
"MW","Star","BH",-299.590417,35.2016111111,-71.335039,3.066766,"Still a 'Star' After All Those Years","Cygnus X-1",2009-08-27,"http://chandra.harvard.edu/photo/2009/cygx1/","A black hole in close orbit around a blue supergiant star about 6,000 light years from Earth.","http://chandra.harvard.edu/photo/2009/cygx1/cygx1_250.jpg"
"LU","Nebula","SNR",-16.008248,-72.0322818,-301.557308,-45.062337,"Adding a New Dimension to an Old Explosion","1E 0102.2-7219",2009-07-23,"http://chandra.harvard.edu/photo/2009/e0102/","Officially known as 1E0102.2-7219, a supernova remnant in the Small Magellanic Cloud.","http://chandra.harvard.edu/photo/2009/e0102/e0102_250.jpg"
"MW","Star","BH",-288.435852,11.3000611,-45.514295,0.260290,"Erratic Black Hole Regulates Itself","GRS 1915+105",2009-03-25,"http://chandra.harvard.edu/photo/2009/g1915/","A stellar-mass black hole with about 14 times the Sun's mass in the Milky Way.","http://chandra.harvard.edu/photo/2009/g1915/g1915_250.jpg"
"MW","Galaxy","BH",-0.000000,0.0,-96.337272,-60.188553,"NASA's Great Observatories Examine the Galactic Center Region","Galactic Center",2009-11-10,"http://chandra.harvard.edu/photo/2009/galactic/","The core of the Milky Way at a distance of some 26,000 light years from Earth.","http://chandra.harvard.edu/photo/2009/galactic/galactic_250.jpg"
"MW","Star","BH",-266.338187,-29.034267,-359.885825,-0.001261,"New Vista of Milky Way Center Unveiled","Milky Way",2009-09-22,"http://chandra.harvard.edu/photo/2009/gcenter/","A 400 by 900 light-year mosaic of images located about 26,000 light years from Earth in the constellation Sagittarius.","http://chandra.harvard.edu/photo/2009/gcenter/gcenter_250.jpg"
"MW","Galaxy","BH",-0.000000,0,-96.337272,-60.188553,"Resolving a Galactic Mystery","Galactic X-ray Ridge",2009-04-29,"http://chandra.harvard.edu/photo/2009/gridge/","A ridge-like structure near the center of the Milky Way of X-ray emission discovered by earlier telescopes.","http://chandra.harvard.edu/photo/2009/gridge/gridge_250.jpg"
"EU","Galaxy","BH",-189.144710,62.24067,-125.932800,54.800917,"Ghost Remains After Black Hole Eruption","HDF 130",2009-05-28,"http://chandra.harvard.edu/photo/2009/hdf/","A supermassive black hole in a distant galaxy, about 10 billion light years away.","http://chandra.harvard.edu/photo/2009/hdf/hdf_250.jpg"
"LU","Galaxy","BH",-139.523775,-12.0945534,-242.924827,25.093585,"Black Hole Pumps Iron","Hydra A",2009-09-14,"http://chandra.harvard.edu/photo/2009/hydra/","A galaxy cluster about 840 million light years from Earth.","http://chandra.harvard.edu/photo/2009/hydra/hydra_250.jpg"
"MW","Star","NS",-17.064626,-14.5313394717,-141.052786,-76.807611,"Geriatric Pulsar Still Kicking","PSR J0108-1431",2009-02-26,"http://chandra.harvard.edu/photo/2009/j0108/","PSR J0108-1431: The oldest pulsar detected in X-rays at a distance of about 770 light years from Earth.","http://chandra.harvard.edu/photo/2009/j0108/j0108_250.jpg"
"EU","Galaxy","NS",-36.688315,-4.7017422,-172.525283,-58.076968,"Galaxy Cluster Smashes Distance Record","JKCS041",2009-10-22,"http://chandra.harvard.edu/photo/2009/jkcs041/","A galaxy cluster located about 10.2 billion light years from Earth.","http://chandra.harvard.edu/photo/2009/jkcs041/jkcs041_250.jpg"
"EU","Galaxy","NS",-334.412534,0.2244063,-63.043381,-44.045818,"Galaxies Coming of Age in Cosmic Blobs","Lyman Alpha Blobs",2009-06-24,"http://chandra.harvard.edu/photo/2009/labs/","Giant reservoirs of hydrogen gas about 10 billion light years away.","http://chandra.harvard.edu/photo/2009/labs/labs_250.jpg"
"LU","Galaxy","Normal",-210.788607,54.3539366,-102.056021,59.771446,"A Spectacular Image to Celebrate IYA2009","M101",2009-02-10,"http://chandra.harvard.edu/photo/2009/m101/","A face-on spiral galaxy about 22 million light years from Earth.","http://chandra.harvard.edu/photo/2009/m101/m101_250.jpg"
"LU","Galaxy","Normal",-109.379646,37.7569552,-180.245776,21.045246,"Cosmic Heavyweights in Free-For-All","MACSJ0717.5+3745",2009-04-16,"http://chandra.harvard.edu/photo/2009/macs/","One of the most complex galaxy clusters, located about 5.4 billion light years from Earth.","http://chandra.harvard.edu/photo/2009/macs/macs_250.jpg"
"LU","Galaxy","Starburst",-183.555299,54.5226788794,-134.374234,61.771053,"A Black Hole in Medusa's Hair","NGC 4194",2009-03-11,"http://chandra.harvard.edu/photo/2009/medusa/","A galaxy lies about 110 million light years away","http://chandra.harvard.edu/photo/2009/medusa/medusa_250.jpg"
"LU","Galaxy","Normal",-23.638491,30.7862657,-133.755769,-31.177675,"Wall Divides East and West Sides of Cosmic Metropolis","NGC 604",2009-01-27,"http://chandra.harvard.edu/photo/2009/n604/","The largest region of star formation in the nearby galaxy M33.","http://chandra.harvard.edu/photo/2009/n604/n604_250.jpg"
"LU","Galaxy","Normal",-253.249863,2.39952798694,-20.730139,27.286332,"Black Holes Go 'Mano A Mano'","NGC 6240",2009-10-06,"http://chandra.harvard.edu/photo/2009/ngc6240/","A galaxy about 330 million light years from Earth.","http://chandra.harvard.edu/photo/2009/ngc6240/ngc6240_250.jpg"
"LU","Galaxy","Barred",-304.229850,-70.7699278,-324.258674,-32.503842,"Galaxy Collision Switches on Black Hole","NGC 6872",2009-12-09,"http://chandra.harvard.edu/photo/2009/ngc6872/","A pair of colliding galaxies at a distance of about 180 million light years from Earth.","http://chandra.harvard.edu/photo/2009/ngc6872/ngc6872_250.jpg"
"MW","Nebula","SNR",-220.187500,-62.666667,-315.111851,-2.408805,"A Super-Efficient Particle Accelerator","RCW 86",2009-06-26,"http://chandra.harvard.edu/photo/2009/rcw86/","A supernova remnant in the Milky Way, about 8,200 light years from Earth.","http://chandra.harvard.edu/photo/2009/rcw86/rcw86_250.jpg"
"LU","Nebula","SNR",-18.161042,-72.8334294223,-300.751682,-44.204938,"Supernova Remnant is an Unusual Suspect","SNR 0104-72.3",2009-12-06,"http://chandra.harvard.edu/photo/2009/snr0104/","A supernova remnant located in the Small Magellanic Cloud, about 190,000 light years from Earth.","http://chandra.harvard.edu/photo/2009/snr0104/snr0104_250.jpg"
"LU","Galaxy","SNR",-339.006705,33.9723851511,-93.275560,-20.986525,"A Galaxy Collision in Action","NGC 7319",2009-07-13,"http://chandra.harvard.edu/photo/2009/stephq/","This beautiful image gives a new look at a compact group of galaxies discovered about 130 years ago and located about 280 million light years from Earth.","http://chandra.harvard.edu/photo/2009/stephq/stephq_250.jpg"
"MW","Nebula","SNR",-6.335673,64.1385493705,-120.090377,1.410867,"A New View of Tycho's Supernova Remnant","G120.1+01.4",2009-02-18,"http://chandra.harvard.edu/photo/2009/tycho/","The hot, expanding debris of a supernova observed in 1572.","http://chandra.harvard.edu/photo/2009/tycho/tycho_250.jpg"
"MW","Nebula","SNR",-171.146800,-59.2666786414,-292.028727,1.754072,"Supernova Explosions Stay In Shape","G292.0+1.8",2008-10-23,"http://chandra.harvard.edu/photo/2009/typingsnrs/","Supernova remnants representing two different types of supernova explosions.","http://chandra.harvard.edu/photo/2009/typingsnrs/typingsnrs_250.jpg"
"LU","Galaxy","SNR",-124.356879,-7.5124985,-229.932130,15.291395,"How Often do Giant Black Holes Become Hyperactive?","Abell 644",2010-12-20,"http://chandra.harvard.edu/photo/2010/2gal/","A new study reveals how often some of the biggest black holes are active.","http://chandra.harvard.edu/photo/2010/2gal/2gal_250.jpg"
"EU","Galaxy","Interacting",-116.070012,37.8879321,-181.786422,26.138691,"Precocious Galaxy Cluster Identified by Chandra","3C186",2010-10-26,"http://chandra.harvard.edu/photo/2010/3c186/","A galaxy cluster with a central quasar located about 8 billion light years away.","http://chandra.harvard.edu/photo/2010/3c186/3c186_250.jpg"
"LU","Galaxy","Elliptical",-241.557944,0.0126692,-11.113164,35.980676,"Black Hole Jerked Around Twice","4C+00.58",2010-07-21,"http://chandra.harvard.edu/photo/2010/4c0058/","A galaxy harboring a giant black hole about 780 million light years away.","http://chandra.harvard.edu/photo/2010/4c0058/4c0058_250.jpg"
"EU","Galaxy","Interacting",-203.193956,50.5565619,-107.114471,65.283192,"Cluster Collisions Switch on Radio Halos","Abell 1758",2010-08-30,"http://chandra.harvard.edu/photo/2010/a1758/","A galaxy cluster located about 3.2 bilion light years from Earth.","http://chandra.harvard.edu/photo/2010/a1758/a1758_250.jpg"
"LU","Galaxy","Interacting",-90.526082,-39.9841142,-246.528066,-26.018659,"Einstein's Theory Fights off Challengers","Abell 3376",2012-04-14,"http://chandra.harvard.edu/photo/2010/a3376/","A cluster of galaxies about 600 million light years from Earth.","http://chandra.harvard.edu/photo/2010/a3376/a3376_250.jpg"
"LU","Galaxy","Normal",-180.470756,-18.8831994,-286.964011,42.446863,"A Galactic Spectacle","Antennae",2010-08-05,"http://chandra.harvard.edu/photo/2010/antennae/","A pair of colliding galaxies about 62 million light years from Earth.","http://chandra.harvard.edu/photo/2010/antennae/antennae_250.jpg"
"MW","Star","Normal",-350.603237,-2.2267297,-78.579327,-57.222379,"Chandra Finds Evidence for Stellar Cannibalism","BP Psc",2010-09-14,"http://chandra.harvard.edu/photo/2010/bppsc/","A Sun-like star in its red giant phase about 1,000 light years from Earth.","http://chandra.harvard.edu/photo/2010/bppsc/bppsc_250.jpg"
"MW","Star","Normal",-291.138259,50.2415984,-81.858335,15.579706,"A Close-up View of Codependent Stellar Living","CH Cyg",2010-06-09,"http://chandra.harvard.edu/photo/2010/chcyg/","A binary star system about 800 light years from Earth.","http://chandra.harvard.edu/photo/2010/chcyg/chcyg_250.jpg"
"EU","Galaxy","AGN",-150.225356,1.9617645,-237.172931,42.065867,"A Black Hole Slingshot?","CID-42",2010-06-30,"http://chandra.harvard.edu/photo/2010/cid42/","A source in the Cosmic Evolution Survey field thought to be at a distance of almost 4 billion light years.","http://chandra.harvard.edu/photo/2010/cid42/cid42_250.jpg"
"LU","Galaxy","Spiral",-243.308613,-60.7486092,-325.238194,-6.945163,"Two Tails to Tell","Abell 3627",2010-01-21,"http://chandra.harvard.edu/photo/2010/eso137/","A galaxy plunging into the cluster Abell 3627 about 230 million light years away.","http://chandra.harvard.edu/photo/2010/eso137/eso137_250.jpg"
"MW","Star","NS",-238.588554,-55.1025676,-327.119646,-1.063487,"Pushing the Envelope","G327.1-1.1",2010-10-05,"http://chandra.harvard.edu/photo/2010/g327/","A supernova remnant in the Milky Way galaxy.","http://chandra.harvard.edu/photo/2010/g327/g327_250.jpg"
"MW","Nebula","SNR",-292.620516,18.8701168,-54.093522,0.269158,"Ashes to Ashes, Dust to Dust","G54.1+0.3",2010-03-29,"http://chandra.harvard.edu/photo/2010/g541/","A supernova remnant about 20,000 light years from Earth.","http://chandra.harvard.edu/photo/2010/g541/g541_250.jpg"
"EU","Galaxy","AGN",-359.783300,-30.6281,-12.838124,-78.035747,"X-ray Discovery Points to Location of Missing Matter","H2356-309",2010-05-11,"http://chandra.harvard.edu/photo/2010/h2356/","A massive 'wall' of galaxies at a distance of 400 million light years from Earth.","http://chandra.harvard.edu/photo/2010/h2356/h2356_250.jpg"
"LU","Galaxy","Spiral",-10.684312,41.2689541,-121.174010,-21.573096,"Nearby Black Hole is Feeble and Unpredictable","M31",2010-05-25,"http://chandra.harvard.edu/photo/2010/m31/","A supermassive black hole in the center of Andromeda","http://chandra.harvard.edu/photo/2010/m31/m31_250.jpg"
"LU","Galaxy","Starburst",-149.110512,69.7053749827,-141.344092,40.591952,"'Survivor' Black Holes May Be Mid-Sized","M82",2012-04-29,"http://chandra.harvard.edu/photo/2010/m82/","The nearest starburst galaxy to Earth at a distance of 12 million light years.","http://chandra.harvard.edu/photo/2010/m82/m82_250.jpg"
"LU","Galaxy","Elliptical",-187.698118,12.3866467,-283.755520,74.484602,"Galactic Super-volcano in Action","M87",2010-08-18,"http://chandra.harvard.edu/photo/2010/m87/","A massive galaxy about 50 million light years away in the Virgo Cluster.","http://chandra.harvard.edu/photo/2010/m87/m87_250.jpg"
"LU","Nebula","SNR",-81.498822,-66.081856,-276.093063,-33.247299,"Stellar Shrapnel Seen in Aftermath of Explosion","N49",2010-05-24,"http://chandra.harvard.edu/photo/2010/n49/","A supernova remnant located in the Large Magellenic Cloud","http://chandra.harvard.edu/photo/2010/n49/n49_250.jpg"
"LU","Galaxy","Barred",-40.669868,-0.0133298,-172.104037,-51.933655,"Winds of Change: How Black Holes May Shape Galaxies","NGC 1068",2010-03-03,"http://chandra.harvard.edu/photo/2010/ngc1068/","A spiral galaxy about 50 million light years from Earth containing a supermassive black hole.","http://chandra.harvard.edu/photo/2010/ngc1068/ngc1068_250.jpg"
"LU","Galaxy","Elliptical",-54.628978,-35.4477434,-236.711103,-53.629358,"Massive Black Hole Implicated in Stellar Destruction","NGC 1399",2010-01-04,"http://chandra.harvard.edu/photo/2010/ngc1399/","An elliptical galaxy in the Fornax cluster that contains an ultraluminous X-ray source.","http://chandra.harvard.edu/photo/2010/ngc1399/ngc1399_250.jpg"
"LU","Galaxy","Elliptical",-225.298440,1.7004883,-359.181903,49.846336,"An Intergalactic Weather Map","NGC 5813",2010-12-08,"http://chandra.harvard.edu/photo/2010/ngc5813/","The central elliptical galaxy in a group located about 105 million light years from Earth.","http://chandra.harvard.edu/photo/2010/ngc5813/ngc5813_250.jpg"
"LU","Galaxy","Spiral",-359.470909,-32.5867229,-4.514923,-77.183401,"Black Hole Blows Big Bubble","NGC 7793",2010-07-07,"http://chandra.harvard.edu/photo/2010/ngc7793/","A galaxy about 12.7 million light years away containing a so-called microquasar.","http://chandra.harvard.edu/photo/2010/ngc7793/ngc7793_250.jpg"
"MW","Nebula","SF",-98.081612,5.0499012,-206.256852,-1.931506,"The Heart of a Rose","Rosette Nebula",2010-09-08,"http://chandra.harvard.edu/photo/2010/rosette/","A star-forming region 5,000 light years away in the constellation Monoceros.","http://chandra.harvard.edu/photo/2010/rosette/rosette_250.jpg"
"LU","Galaxy","SF",-193.729249,8.7810382,-305.660961,71.634351,"Quasar Pair Captured in Galaxy Collision","SDSS J1254+0846",2010-02-03,"http://chandra.harvard.edu/photo/2010/sdss/","A system containing a pair of quasars about 4.6 billion light years away.","http://chandra.harvard.edu/photo/2010/sdss/sdss_250.jpg"
"MW","Star","NS",-64.641700,57.5397,-147.979268,5.119360,"What Lies Beneath?  Magnetar Enigma Deepens","SGR 0418+5729",2010-10-14,"http://chandra.harvard.edu/photo/2010/sgr0418/","A slowly rotating neutron star with a very weak magnetic field at its surface.","http://chandra.harvard.edu/photo/2010/sgr0418/sgr0418_250.jpg"
"MW","Star","BH",-266.579598,-28.864102,-0.141092,-0.093023,"Peering Into The Heart of Darkness","Sagittarius A*",2010-01-05,"http://chandra.harvard.edu/photo/2010/sgra/","The supermassive black hole at the center of the Milky Way galaxy.","http://chandra.harvard.edu/photo/2010/sgra/sgra_250.jpg"
"LU","Star","SN",-185.734180,15.8236486,-271.153560,76.902594,"NASA's Chandra Finds Youngest Nearby Black Hole","SN 1979C",2010-11-15,"http://chandra.harvard.edu/photo/2010/sn1979c/","A supernova that was seen to explode in 1979 from Earth,  found in the galaxy M100.","http://chandra.harvard.edu/photo/2010/sn1979c/sn1979c_250.jpg"
