RA,DEC,Xgal,Ygal,Xeq,Yeq,ABR,NAME
105.1165485,12.309598,159.838532013,10.8137246052,-110.59503519,15.1976534478,"CMI","Canis Minor"
105.616066917,12.2238722,159.448828099,11.3720252376,-111.110644115,15.1085805039,"CMI","Canis Minor"
105.6168485,13.2238064,160.054573348,12.0370788926,-110.755319661,16.3352790341,"CMI","Canis Minor"
105.924773694,13.1732168,159.808499752,12.3817522285,-111.072444441,16.2839662214,"CMI","Canis Minor"
105.922165917,9.6734257,157.652179582,10.0609651384,-112.192396194,11.9789584636,"CMI","Canis Minor"
120.0387115,9.6548138,145.282420858,26.9191365527,-125.81038158,12.3546517393,"CMI","Canis Minor"
120.036556194,6.654985,143.94114044,24.934711906,-126.598737088,8.52653246041,"CMI","Canis Minor"
120.194759417,6.6302376,143.763853543,25.099971425,-126.755107365,8.49827154522,"CMI","Canis Minor"
300.645643194,-8.5634165,-35.1578655368,-21.9729369289,64.6325504512,-9.82861830858,"CAP","Capricornus"
300.112913083,-8.643075,-34.8946851189,-21.4830198319,65.1886601404,-9.92593867373,"CAP","Capricornus"
300.115091306,-11.6762342,-31.627872495,-22.8790269968,64.7118654876,-13.3965037926,"CAP","Capricornus"
300.127731306,-27.6419144,-14.1148646588,-29.1803233572,59.8506795076,-31.4056031445,"CAP","Capricornus"
300.459863694,-27.5913391,-14.249680827,-29.4668307621,59.5491938961,-31.338183815,"CAP","Capricornus"
315.455442417,-27.4596672,-16.8240627232,-43.1022811545,44.8578404753,-30.7531303852,"CAP","Capricornus"
315.453851694,-24.9597607,-19.7886293246,-42.4781211753,45.6108035989,-28.0059200923,"CAP","Capricornus"
315.984685917,-24.9040413,-19.9051075413,-42.9524017751,45.0907858229,-27.9324898621,"CAP","Capricornus"
315.9770775,-8.4043999,-39.422031112,-36.9048460887,48.1998246183,-9.50035210632,"CAP","Capricornus"
315.444561,-8.4602947,-39.248760107,-36.4173565521,48.7700548627,-9.56773288224,"CAP","Capricornus"
315.447763417,-14.4601107,-32.2091598147,-38.9888043413,47.9829372086,-16.3209722286,"CAP","Capricornus"
300.649593417,-14.5631361,-28.6586973213,-24.6734259608,63.5695382801,-16.6789876762,"CAP","Capricornus"
165.343728083,-57.1843452,78.1612293866,2.97948402241,-93.5719798071,-73.1516095306,"CAR","Carina"
165.089150417,-57.1744423,78.300618342,2.92399514673,-93.5170588529,-73.102003746,"CAR","Carina"
120.888243694,-56.9739723,94.5570770565,-16.0638696621,-75.7596241499,-66.988731819,"CAR","Carina"
120.892011583,-54.9742203,96.6451686891,-14.9295876749,-79.3374732911,-65.0640049925,"CAR","Carina"
120.504474583,-54.9204712,96.7568826785,-15.1326478762,-79.2270163265,-64.9688647414,"CAR","Carina"
120.507286083,-53.4206772,98.3097243967,-14.2754610946,-81.8196432307,-63.4931412514,"CAR","Carina"
120.221341083,-53.3782196,98.397562218,-14.4306009441,-81.7342463626,-63.4193890067,"CAR","Carina"
120.225408583,-51.1285286,100.702397332,-13.1308932309,-85.482157924,-61.1570439506,"CAR","Carina"
120.0574465,-51.1025848,100.757918208,-13.227022685,-85.4263620645,-61.112064982,"CAR","Carina"
90.0499268056,-50.7545471,98.3229845123,-34.5000723679,-66.9651583622,-57.9395127452,"CAR","Carina"
90.046247,-52.5042114,96.3743500482,-34.6713445701,-64.8086704005,-59.7074516206,"CAR","Carina"
90.2129569167,-52.5345764,96.4023379376,-34.5564066575,-64.8789225126,-59.7510182362,"CAR","Carina"
90.20716,-55.03405,93.6349526126,-34.7507578293,-61.6598502295,-62.2338138494,"CAR","Carina"
90.5409516944,-55.0945587,93.6852000417,-34.5339469291,-61.784590467,-62.3195447153,"CAR","Carina"
90.5330051944,-58.0938416,90.3881501762,-34.6953453451,-57.6982838615,-65.2276989143,"CAR","Carina"
90.8674078056,-58.1537018,90.4310703185,-34.4946741064,-57.803962939,-65.3110391161,"CAR","Carina"
90.8468875833,-64.1518784,83.9229736232,-34.5667575947,-48.9153505417,-70.8745427427,"CAR","Carina"
135.072981806,-64.4990387,84.4782390955,-14.0826584888,-66.3638912839,-75.276112285,"CAR","Carina"
135.016245806,-75.4954681,73.3525114796,-21.8055029351,-39.7903368547,-83.235201508,"CAR","Carina"
165.323798194,-75.6840134,68.3206665087,-16.4455086528,-43.4629566112,-85.859923146,"CAR","Carina"
165.338987417,-64.6842651,74.7903150262,-4.97698269728,-74.3389928898,-79.224347204,"CAR","Carina"
330.956190083,53.1680298,-106.849312199,-2.25236601794,21.5233090275,57.3027774462,"CAS","Cassiopeia"
330.953601806,56.9179611,-109.116365667,1.44538190671,19.9295808106,60.9973915975,"CAS","Cassiopeia"
330.951274917,59.7512321,-110.661209582,4.2599388632,18.6446413891,63.7423040614,"CAS","Cassiopeia"
345.257310917,59.7646751,-116.989222723,-0.228989602213,9.49697576055,63.5010564966,"CAS","Cassiopeia"
345.254432694,63.6812897,-118.411041903,4.24799887035,8.53506376126,67.2326708135,"CAS","Cassiopeia"
345.681171417,63.6928787,-118.591891251,4.16564163323,8.28589099344,67.2387203887,"CAS","Cassiopeia"
345.679857306,66.6928711,-119.408719749,7.62157847129,7.52227080134,70.0428560716,"CAS","Cassiopeia"
0.450917583333,66.6924438,-125.09793649,5.47687182708,-0.237222006453,69.9650704766,"CAS","Cassiopeia"
0.461527583333,77.6923447,-123.805591674,19.2429326278,-0.140302389783,79.8336117754,"CAS","Cassiopeia"
45.6872499167,77.4163132,-132.021073601,21.4159643542,-13.8932667507,80.1588721161,"CAS","Cassiopeia"
45.6158023056,68.4214401,-139.648624706,11.3883041595,-22.1765857686,72.3255654323,"CAS","Cassiopeia"
45.2930305,68.4662857,-139.53857623,11.3599375801,-21.9865855919,72.3552707812,"CAS","Cassiopeia"
45.260062,57.4684982,-145.69528271,-1.52571324555,-30.4478822176,62.0299493499,"CAS","Cassiopeia"
30.5841558056,57.5513,-138.681962037,-5.32340429416,-20.6767565389,61.6521262571,"CAS","Cassiopeia"
30.5868236944,59.0511551,-138.476403231,-3.40705257805,-19.9619823265,63.105352656,"CAS","Cassiopeia"
30.0530416944,59.1046104,-138.214745353,-3.43321235607,-19.5921379385,63.1437218991,"CAS","Cassiopeia"
30.0515749167,58.1046753,-138.352460923,-4.71225522835,-20.0633198939,62.1764077758,"CAS","Cassiopeia"
15.8396815,58.1227188,-131.218710724,-6.11104921639,-10.6130650533,61.9275225678,"CAS","Cassiopeia"
15.8355760833,54.6228828,-130.609305058,-10.6364840648,-11.4443532193,58.5014792959,"CAS","Cassiopeia"
15.4970675833,54.6477699,-130.426858005,-10.6099957957,-11.1947894836,58.5217094781,"CAS","Cassiopeia"
15.4938624167,50.6478767,-129.210060589,-15.7584442176,-12.0569049334,54.5385094699,"CAS","Cassiopeia"
15.2403935833,50.6632347,-129.060822598,-15.7402347829,-11.8570242253,54.5507956905,"CAS","Cassiopeia"
15.2392271944,48.663269,-128.245038606,-18.3008073892,-12.2549190568,52.5336020626,"CAS","Cassiopeia"
0.9859245,48.6757393,-119.561733317,-16.9663593257,-0.793633106776,52.4542734498,"CAS","Cassiopeia"
0.985071805556,46.6757545,-118.323416396,-19.3983169462,-0.817607142109,50.4223713373,"CAS","Cassiopeia"
0.276218583333,46.6949348,-117.915579194,-19.2347651283,-0.229196917601,50.4415823484,"CAS","Cassiopeia"
0.2764245,48.6949348,-119.162791129,-16.8108810918,-0.222444679114,52.4733430773,"CAS","Cassiopeia"
345.685071917,48.6929169,-111.174667281,-12.8217137185,11.5078054502,52.5527512589,"CAS","Cassiopeia"
345.684703806,50.6929131,-112.47707208,-10.5967834764,11.1332349741,54.569581202,"CAS","Cassiopeia"
345.4310455,50.6870193,-112.343633444,-10.5180856453,11.3312163566,54.566615587,"CAS","Cassiopeia"
345.430192917,53.1870041,-113.841834308,-7.72168204111,10.8313891345,57.0638816032,"CAS","Cassiopeia"
165.098624194,-35.6746559,83.1702385925,25.7706830553,-137.905350811,-49.9227956629,"CEN","Centaurus"
165.097100306,-40.4246216,82.7287454662,20.7570951546,-129.62171361,-55.6765868817,"CEN","Centaurus"
165.089150417,-57.1744423,78.300618342,2.92399514673,-93.5170588529,-73.102003746,"CEN","Centaurus"
165.343728083,-57.1843452,78.1612293866,2.97948402241,-93.5719798071,-73.1516095306,"CEN","Centaurus"
165.338987417,-64.6842651,74.7903150262,-4.97698269728,-74.3389928898,-79.224347204,"CEN","Centaurus"
165.937157583,-64.6957855,74.544375515,-4.86641390934,-74.4352645072,-79.3160451086,"CEN","Centaurus"
165.938051194,-55.6957932,78.3943822904,4.72334140544,-97.3798233615,-71.9062108677,"CEN","Centaurus"
180.955634083,-55.6771049,69.5885909152,7.58647893883,101.252793376,-74.1544336943,"CEN","Centaurus"
180.962558694,-64.6769638,68.1263893591,-2.62131352852,76.8491945658,-81.2062117181,"CEN","Centaurus"
195.645352417,-64.6379395,61.4250852194,-2.05098478895,74.2494331378,-79.0539431929,"CEN","Centaurus"
210.700998306,-64.5390244,54.4973470347,-3.09530273341,70.7058033625,-76.9958720891,"CEN","Centaurus"
210.682297694,-55.5400887,51.6709020877,6.73296673887,91.6027723944,-69.2074454135,"CEN","Centaurus"
210.310454417,-55.5799522,51.9016748454,6.75539964935,91.6674943784,-69.2984047452,"CEN","Centaurus"
210.296684306,-42.5806465,46.2524054733,20.7827454198,117.157340734,-55.7671101984,"CEN","Centaurus"
225.053085306,-42.494175,35.8250819479,16.0271965807,108.255393198,-53.6848085276,"CEN","Centaurus"
225.042051306,-29.9948788,27.1749897354,27.8468674465,124.78652332,-38.9886424063,"CEN","Centaurus"
180.694493306,-30.1863899,66.986016268,36.0748880006,155.182163809,-45.1352459722,"CEN","Centaurus"
180.695146583,-33.6863785,67.9899029257,32.2383336399,149.396150257,-49.7926861999,"CEN","Centaurus"
180.359162306,-33.6938934,68.3177603723,32.1752881378,149.566759757,-49.8630447944,"CEN","Centaurus"
180.359353083,-35.6938896,68.7899812232,29.9683557547,145.9997162,-52.4441731429,"CEN","Centaurus"
300.0382175,59.851078,-97.7794183734,18.3014084225,37.7118802952,64.9661010542,"CEP","Cepheus"
300.032346694,61.8506203,-99.2188737711,19.4879971658,35.7571821746,66.8612602651,"CEP","Cepheus"
300.4541245,61.9143791,-99.4297057703,19.3193863596,35.454754695,66.9007175133,"CEP","Cepheus"
300.434492083,67.4129562,-103.260531782,22.5541784464,29.7395293414,71.9633158237,"CEP","Cepheus"
300.688934306,67.449028,-103.372035833,22.4723980945,29.5801478101,71.9843734001,"CEP","Cepheus"
300.638202694,75.4455261,-108.672665683,27.0080921693,20.2925596539,78.9214094493,"CEP","Cepheus"
300.124893194,75.3708725,-108.4977709,27.1069863313,20.549967395,78.8773896939,"CEP","Cepheus"
300.04492,80.3647766,-111.729677607,29.746741604,14.0681862531,82.9225764967,"CEP","Cepheus"
300.913724917,80.4867859,-111.956699381,29.6517365392,13.7158762908,82.9957574349,"CEP","Cepheus"
300.581398,86.4656219,-115.674929441,32.7123034717,5.35786906883,87.5163839004,"CEP","Cepheus"
300.555423694,86.6306305,-115.776859513,32.7936191356,5.11613421853,87.6357707684,"CEP","Cepheus"
330.900711083,86.8368912,-117.917159167,31.3004313902,2.43106704113,87.5551772123,"CEP","Cepheus"
330.617399194,88.663887,-117.915743939,33.0865770026,1.05263680371,88.9776741285,"CEP","Cepheus"
15.6471781944,88.6563721,-119.129062484,32.7443581314,-0.567983024708,88.9480396796,"CEP","Cepheus"
135.055498083,87.5689163,-118.657074744,36.1270179679,-6.99889340675,89.1987892723,"CEP","Cepheus"
120.693516694,86.0975418,-120.340172454,36.118090881,-10.4712499322,88.3167443025,"CEP","Cepheus"
120.530241,84.6103745,-121.296830806,36.7330491311,-14.3504253609,87.5851620789,"CEP","Cepheus"
75.6357411944,85.1239471,-123.951999562,31.9264816574,-9.08136074352,86.8071945236,"CEP","Cepheus"
75.3659263056,80.14785,-130.024424261,29.1001411974,-17.6689163766,83.2171566652,"CEP","Cepheus"
45.835366,80.3986664,-129.027908453,24.6268085068,-10.8847770091,82.6196677271,"CEP","Cepheus"
45.7817473056,77.4025955,-132.044940202,21.4155491415,-13.9345450788,80.1497318142,"CEP","Cepheus"
45.6872499167,77.4163132,-132.021073601,21.4159643542,-13.8932667507,80.1588721161,"CEP","Cepheus"
0.461527583333,77.6923447,-123.805591674,19.2429326278,-0.140302389783,79.8336117754,"CEP","Cepheus"
0.450917583333,66.6924438,-125.09793649,5.47687182708,-0.237222006453,69.9650704766,"CEP","Cepheus"
345.679857306,66.6928711,-119.408719749,7.62157847129,7.52227080134,70.0428560716,"CEP","Cepheus"
345.681171417,63.6928787,-118.591891251,4.16564163323,8.28589099344,67.2387203887,"CEP","Cepheus"
345.254432694,63.6812897,-118.411041903,4.24799887035,8.53506376126,67.2326708135,"CEP","Cepheus"
345.257310917,59.7646751,-116.989222723,-0.228989602213,9.49697576055,63.5010564966,"CEP","Cepheus"
330.951274917,59.7512321,-110.661209582,4.2599388632,18.6446413891,63.7423040614,"CEP","Cepheus"
330.953601806,56.9179611,-109.116365667,1.44538190671,19.9295808106,60.9973915975,"CEP","Cepheus"
330.394062,56.882576,-108.844086399,1.63416548459,20.325406519,60.9763198686,"CEP","Cepheus"
330.395420083,55.6326256,-108.112056342,0.405405185699,20.8798368701,59.7522059257,"CEP","Cepheus"
330.209175083,55.6178436,-108.018175697,0.468489521562,21.0163547384,59.7422283799,"CEP","Cepheus"
330.211645083,53.3679428,-106.628634383,-1.72930313829,21.9855164493,57.5193907484,"CEP","Cepheus"
330.042614,53.3532715,-106.540397486,-1.66876932048,22.1152359975,57.5089550594,"CEP","Cepheus"
330.040145917,55.4364891,-107.832063409,0.361931284152,21.214708855,59.5681207673,"CEP","Cepheus"
300.655424083,55.2753258,-94.6675710862,15.1970024133,41.5140786886,60.4991478391,"CEP","Cepheus"
300.641586306,61.3576965,-99.1067742946,18.8946428693,35.8959630197,66.3669844107,"CEP","Cepheus"
300.577386917,61.3486443,-99.0748618077,18.9210551015,35.9417979618,66.361552163,"CEP","Cepheus"
300.581106194,59.9322395,-98.0593200962,18.0687610507,37.3089527983,65.0167726902,"CEP","Cepheus"
0.440088583333,0.6925398,-59.2093831292,-67.3479538149,-0.488788433429,0.769215050943,"CET","Cetus"
0.4402525,2.6925383,-62.8306996503,-65.7116019264,-0.488592296484,2.99038844944,"CET","Cetus"
30.1076844167,2.5978806,-92.9022255813,-70.391092838,-33.3192664612,2.91033687244,"CET","Cetus"
30.1110165,10.5143948,-105.451134766,-62.4798164711,-32.9249145511,11.7626906762,"CET","Cetus"
45.3964274167,10.3632069,-129.784939836,-56.7470186361,-49.4705083518,11.7222541086,"CET","Cetus"
45.3901989167,0.4469725,-118.602731982,-66.609953686,-50.0857320031,0.506358660845,"CET","Cetus"
45.3891121944,-1.3029516,-116.479261736,-68.2209888368,-50.0758634226,-1.47603295672,"CET","Cetus"
30.7559480833,-1.2210265,-87.49335503,-73.7598734979,-34.0529898853,-1.36849662546,"CET","Cetus"
30.7432505833,-23.8536034,48.2577221302,-83.7419217887,-31.8108744907,-26.5314333222,"CET","Cetus"
15.7643999167,-23.756258,-13.15359993,-89.215953863,-16.3622310326,-26.2573073968,"CET","Cetus"
15.7639259167,-24.8729095,-10.7883804488,-89.6665652508,-16.2522033829,-27.4722311296,"CET","Cetus"
345.940704306,-24.8042011,-17.4407488128,-69.473903268,14.5035973459,-27.3849211093,"CET","Cetus"
345.940219917,-6.3042021,-44.9690217416,-62.619261959,15.5357360411,-7.01182669845,"CET","Cetus"
0.4395135,-6.3074551,-46.0220597952,-72.5935685571,-0.485957334333,-7.00229691726,"CET","Cetus"
105.443474306,-82.7758865,65.4449504359,-30.4004816155,-17.3618007597,-86.0680023427,"CHA","Chamaeleon"
195.940740583,-83.1200714,59.3212251761,-23.0625204201,21.1785745918,-88.6189903164,"CHA","Chamaeleon"
195.852095583,-75.6235962,60.735195972,-14.5865128966,43.5265622622,-85.726492078,"CHA","Chamaeleon"
165.323798194,-75.6840134,68.3206665087,-16.4455086528,-43.4629566112,-85.859923146,"CHA","Chamaeleon"
135.016245806,-75.4954681,73.3525114796,-21.8055029351,-39.7903368547,-83.235201508,"CHA","Chamaeleon"
105.614313583,-75.289917,73.9504977044,-29.4874414838,-33.9014236916,-81.051388695,"CHA","Chamaeleon"
195.645352417,-64.6379395,61.4250852194,-2.05098478895,74.2494331378,-79.0539431929,"CIR","Circinus"
195.647165306,-65.6378784,61.4381290374,-3.19431908203,71.5771540735,-79.7768957762,"CIR","Circinus"
195.817868194,-65.6249542,61.3620371404,-3.18289978913,71.5764892127,-79.7447010941,"CIR","Circinus"
195.830724694,-70.6244431,61.2277194234,-8.89357129397,57.8410992573,-83.0273503175,"CIR","Circinus"
210.944429417,-70.5115433,55.7717346,-9.65720852965,55.459463009,-81.3029357456,"CIR","Circinus"
210.933575583,-68.012207,55.2476055086,-6.92387960913,61.9345365794,-79.5755306244,"CIR","Circinus"
225.103808417,-67.9909286,49.7366258473,-9.15234821324,58.2517990521,-78.0224674546,"CIR","Circinus"
225.090235694,-64.0751266,47.9496220451,-5.25069682155,67.2615629861,-74.9080377903,"CIR","Circinus"
225.344438583,-64.0415649,47.8242623441,-5.27693318155,67.2487971872,-74.8514983069,"CIR","Circinus"
225.336971306,-61.4587479,46.5647720307,-2.70938185359,72.9278507437,-72.6556761611,"CIR","Circinus"
225.505984306,-61.4353065,46.4745962014,-2.72970967194,72.913376284,-72.6153130579,"CIR","Circinus"
225.5033245,-60.4354935,45.9697224071,-1.73784349917,75.0536956209,-71.7364141136,"CIR","Circinus"
225.492127417,-55.4362831,43.3218306177,3.21121402801,85.2855838009,-67.1180022515,"CIR","Circinus"
225.205567417,-55.4754944,43.4973124398,3.26045810089,85.3433121099,-67.1916806617,"CIR","Circinus"
210.682297694,-55.5400887,51.6709020877,6.73296673887,91.6027723944,-69.2074454135,"CIR","Circinus"
210.700998306,-64.5390244,54.4973470347,-3.09530273341,70.7058033625,-76.9958720891,"CIR","Circinus"
75.0649629167,-42.8255501,98.3739010508,-46.0905441067,-63.9509376926,-48.6466942739,"COL","Columba"
75.0836625,-27.0772038,116.183042996,-44.9507928283,-74.7696077042,-31.3650669466,"COL","Columba"
90.1995044167,-27.2787991,125.13601848,-28.9461867929,-88.8313991858,-32.3346793192,"COL","Columba"
90.1932711944,-33.0282326,118.539766206,-30.81405365,-84.7210895521,-38.8804288081,"COL","Columba"
90.6602573056,-33.1128159,118.621542042,-30.3721843481,-85.0627073579,-39.0053405813,"COL","Columba"
90.6472610833,-43.1116486,107.176299445,-32.8670378089,-75.9580508688,-50.0002156448,"COL","Columba"
90.0634518056,-43.0057793,107.064507117,-33.3484831134,-75.6168975103,-49.8433477612,"COL","Columba"
165.973635694,13.3040485,68.7148777989,71.2992652152,-164.367543074,19.5800482607,"COM","Coma Berenices"
165.973929417,28.3040466,68.2404025475,79.1325330801,-149.465611568,40.5496549324,"COM","Coma Berenices"
180.106377583,28.3039627,33.9461341458,86.4877356891,158.415227117,42.6559907963,"COM","Coma Berenices"
180.106300417,33.3039627,39.3010178242,87.7797307678,150.380141643,49.3981106424,"COM","Coma Berenices"
180.436950694,33.3074303,-38.5662524723,87.9078117259,150.192292062,49.343248568,"COM","Coma Berenices"
180.437179583,31.3074341,35.8384576747,87.4790341482,153.539301539,46.6906632663,"COM","Coma Berenices"
195.347183194,31.3437366,-10.787493104,87.3164435742,144.345868323,44.3545278676,"COM","Coma Berenices"
195.348438306,27.8437748,-3.10839947361,88.3293519609,149.173372896,39.7540155012,"COM","Coma Berenices"
195.596924806,27.8603134,-3.32151603744,88.163762663,148.981380749,39.7423104033,"COM","Coma Berenices"
195.601928694,14.3604937,14.1793132375,79.7798425761,162.413728379,20.9849084514,"COM","Coma Berenices"
180.937271083,14.3225088,37.0262721017,79.0267103604,173.712547302,22.1764706663,"COM","Coma Berenices"
180.9374685,13.3225126,37.9019391694,78.2742155534,174.457027898,20.6568305135,"COM","Coma Berenices"
255.975030917,-37.0174599,12.8612797831,2.9832860767,92.7522950563,-44.3688677375,"CRA","Corona Austrina"
285.306421306,-36.7785645,-0.0571429076521,-19.5427037571,68.3628530356,-42.1190943989,"CRA","Corona Austrina"
285.317976,-45.277565,8.8904691182,-22.7063640511,61.5219411366,-51.2077666126,"CRA","Corona Austrina"
270.1539345,-45.4859734,14.1672304199,-12.0317047087,72.8481408767,-52.46325636,"CRA","Corona Austrina"
255.987285583,-45.516346,20.3338662464,-2.77431734502,83.0820371453,-53.6704760142,"CRA","Corona Austrina"
225.273301083,25.5380573,-23.066721052,65.1446019335,129.145306876,33.4273430913,"CRB","Corona Borealis"
225.267727917,32.5376778,-31.3764707336,66.1432494617,121.702047312,42.0621623595,"CRB","Corona Borealis"
225.516465194,32.5726128,-31.5891546112,65.9458355682,121.472713235,42.0775590606,"CRB","Corona Borealis"
225.509576806,39.572113,-40.9047964927,65.651480469,112.299054903,50.3215055366,"CRB","Corona Borealis"
225.824361806,39.6189079,-41.1481965308,65.4154050088,112.018061191,50.3373219531,"CRB","Corona Borealis"
240.404796583,39.7117195,-49.6841395988,54.2963794125,101.614572151,48.8266091872,"CRB","Corona Borealis"
240.4186535,26.7128716,-35.2752292909,52.3836838379,115.415268003,33.6037952546,"CRB","Corona Borealis"
240.252447083,26.685524,-35.1309108988,52.5233584852,115.580720957,33.5836504852,"CRB","Corona Borealis"
240.2533455,25.6855946,-34.0930181632,52.2541460091,116.420926698,32.3692947113,"CRB","Corona Borealis"
240.120382306,25.6641407,-33.9773735456,52.3661281463,116.553258349,32.3532652741,"CRB","Corona Borealis"
180.9422035,-11.6773882,57.959587486,55.6176622194,175.563138312,-18.1431765572,"CRV","Corvus"
165.939784,-11.695797,78.8242192842,50.4010077154,-165.311614436,-17.2404859543,"CRV","Corvus"
165.939420694,-25.1957951,81.9130404395,37.0033507898,-153.379571277,-36.3539234592,"CRV","Corvus"
180.693635,-25.1864014,65.2001188037,41.4857817556,162.439788613,-38.1963383459,"CRV","Corvus"
180.6932335,-22.686409,64.1511561577,44.1559096,165.608759368,-34.6153792428,"CRV","Corvus"
180.944458,-22.6773415,63.8598168637,44.2095955444,165.450763418,-34.5675176239,"CRV","Corvus"
150.855142583,-6.662179,100.141633276,45.3527516487,-154.771415209,-9.3393929729,"CRT","Crater"
150.853860917,-11.6621428,100.133374404,41.0634010651,-152.819605126,-16.2953256357,"CRT","Crater"
150.851702694,-19.6620827,99.5718464653,33.9046320368,-147.5026803,-27.2278679068,"CRT","Crater"
150.935372417,-19.6666222,99.4723614372,33.9582492528,-147.56656803,-27.2413083433,"CRT","Crater"
150.933872194,-25.1665821,98.6352461799,28.8735409503,-142.360878379,-34.5497661612,"CRT","Crater"
165.939420694,-25.1957951,81.9130404395,37.0033507898,-153.379571277,-36.3539234592,"CRT","Crater"
165.939784,-11.695797,78.8242192842,50.4010077154,-165.311614436,-17.2404859543,"CRT","Crater"
165.939907083,-6.6957974,77.0586043556,55.0815786337,-167.537686469,-9.9088419481,"CRT","Crater"
165.622819917,-6.6916924,77.5489602117,54.9205335085,-167.277958585,-9.89077258085,"CRT","Crater"
165.938051194,-55.6957932,78.3943822904,4.72334140544,-97.3798233615,-71.9062108677,"CRU","Crux"
165.937157583,-64.6957855,74.544375515,-4.86641390934,-74.4352645072,-79.3160451086,"CRU","Crux"
180.962558694,-64.6769638,68.1263893591,-2.62131352852,76.8491945658,-81.2062117181,"CRU","Crux"
180.955634083,-55.6771049,69.5885909152,7.58647893883,101.252793376,-74.1544336943,"CRU","Crux"
285.342176417,27.7324085,-63.9599632979,11.761286612,74.0148571265,32.0850503721,"CYG","Cygnus"
285.3396835,30.2321968,-66.2170978623,13.0119664275,72.6085894328,34.888983267,"CYG","Cygnus"
285.4399185,30.2493153,-66.2857531238,12.9311691028,72.5053809505,34.903369242,"CYG","Cygnus"
285.432840306,36.7487144,-72.0702610326,16.1193298969,68.2742086361,42.0796599195,"CYG","Cygnus"
285.474643694,36.7558022,-72.0983007747,16.0877598647,68.2327251707,42.0851131448,"CYG","Cygnus"
285.4655685,43.7550354,-78.203312267,19.383551173,62.7355950502,49.598304704,"CYG","Cygnus"
285.231353806,43.7149391,-78.0515540409,19.5448207021,62.9563270592,49.5700798378,"CYG","Cygnus"
285.225034694,47.7143936,-81.4951642307,21.3370636795,59.362549774,53.7477597661,"CYG","Cygnus"
285.1413765,47.6998672,-81.4423832711,21.391044854,59.4387005219,53.7379819668,"CYG","Cygnus"
285.125097306,55.6984482,-88.2564812311,24.7493955881,51.2540186568,61.7962090844,"CYG","Cygnus"
285.460306194,55.7560043,-88.4497831093,24.5658228527,50.9767743439,61.8312733464,"CYG","Cygnus"
285.45397,58.2554703,-90.5588496682,25.5584654195,48.1528600337,64.2577623361,"CYG","Cygnus"
285.806703583,58.3138733,-90.753079227,25.3771042897,47.8739870749,64.2917452148,"CYG","Cygnus"
285.802616083,59.8135414,-92.0121581527,25.9631301105,46.122123859,65.7246224691,"CYG","Cygnus"
300.0382175,59.851078,-97.7794183734,18.3014084225,37.7118802952,64.9661010542,"CYG","Cygnus"
300.581106194,59.9322395,-98.0593200962,18.0687610507,37.3089527983,65.0167726902,"CYG","Cygnus"
300.577386917,61.3486443,-99.0748618077,18.9210551015,35.9417979618,66.361552163,"CYG","Cygnus"
300.641586306,61.3576965,-99.1067742946,18.8946428693,35.8959630197,66.3669844107,"CYG","Cygnus"
300.655424083,55.2753258,-94.6675710862,15.1970024133,41.5140786886,60.4991478391,"CYG","Cygnus"
330.040145917,55.4364891,-107.832063409,0.361931284152,21.214708855,59.5681207673,"CYG","Cygnus"
330.042614,53.3532715,-106.540397486,-1.66876932048,22.1152359975,57.5089550594,"CYG","Cygnus"
330.050844194,44.6036453,-100.307644974,-10.0548258888,25.4892298086,48.6453634516,"CYG","Cygnus"
315.991907083,44.5982513,-93.5946861599,-1.79398923869,37.2696385465,49.0437033105,"CYG","Cygnus"
315.992109306,44.3482628,-93.3962936063,-1.99244146988,37.3975554664,48.7846029262,"CYG","Cygnus"
315.958442694,44.3451195,-93.3778888947,-1.97344423862,37.4272359035,48.7824984326,"CYG","Cygnus"
315.9640675,36.5953827,-86.8932405052,-8.03597131481,41.0219077353,40.6250291197,"CYG","Cygnus"
315.821331,36.5815468,-86.8142519007,-7.94406575537,41.1584658837,40.6146351517,"CYG","Cygnus"
315.826345417,28.5817947,-79.4813835053,-13.9684767306,44.1319098581,31.9715318831,"CYG","Cygnus"
315.508010917,28.5480537,-79.3071659616,-13.7410789602,44.456196039,31.9427781921,"CYG","Cygnus"
315.005594306,28.4871883,-79.0247907931,-13.3861351911,44.9706090218,31.8891602033,"CYG","Cygnus"
315.004838917,29.4871387,-79.9724830844,-12.6550256096,44.6349508865,32.9810316537,"CYG","Cygnus"
285.750062917,29.3010578,-65.5960475598,12.180085643,72.7631339173,33.8283161418,"CYG","Cygnus"
285.751480083,27.8011742,-64.240124619,11.4240819149,73.5895081399,32.1444400632,"CYG","Cygnus"
300.6386585,2.4360874,-46.8063143879,-16.4670399662,65.1538830488,2.79892902781,"DEL","Delphinus"
300.405273417,2.4021468,-46.6803529997,-16.2544698578,65.4055023172,2.76068610547,"DEL","Delphinus"
300.400930417,8.901824,-53.3531197735,-12.7223290001,64.8476264594,10.21897237,"DEL","Delphinus"
300.242445,8.8779116,-53.2623504772,-12.5815010266,65.0193359115,10.1934544746,"DEL","Delphinus"
300.2372665,16.1275158,-60.4848253695,-8.45108872018,63.6313132169,18.4656060362,"DEL","Delphinus"
300.345796583,16.1439629,-60.5496760233,-8.54389048783,63.5144777927,18.4820024312,"DEL","Delphinus"
300.342269917,20.8936996,-65.1445980382,-5.74472330176,62.1659269219,23.8545421965,"DEL","Delphinus"
